ID	DataSet	Text	Off	Slur	Nom	Dist	Cat
D-1273	D	&#8220;@FRATernize: I want to be obsessed with someone and I want someone to be obsessed with me&#8221;then u might have to kill the bitch&#128563;	Y	Y	N	N	offSlur
D-1277	D	&#8220;@FliirtNextDoor: Phat pussy &#128525;&#128553;&#128166;&#128166;&#128166;&#128520;: http://t.co/Cbel8h29e1&#8221;that looks like a scrotum	Y	Y	N	N	offSlur
D-13268	D	My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6	Y	Y	Y	N	offSlur
D-15329	D	RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.	Y	Y	N	Y	offSlur
D-17886	D	RT @SwaaggyyV: Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.	Y	Y	N	N	offSlur
D-25284	D	you look like your 12 stop talking about fucking bitches &#9757;	Y	Y	N	N	offSlur
D-25287	D	you really care bout dis bitch. my dick all in yo feelings	Y	Y	N	N	offSlur
D-3492	D	@Hovaa_ ya I know all the slang I'm racist I h8 porch monkies	Y	Y	N	N	offSlur
D-3749	D	@HuffingtonPost im American, don't give 2 shits about the beaners, ship them beaners back	Y	Y	Y	Y	offSlur
D-4997	D	@Taylor_1017 faggot	Y	Y	N	N	offSlur
D-6561	D	@kcSnowWhite7 @SamSaunders42 don't forget nappy headed, butt ugly bitch, who's married to a Muslim	Y	Y	Y	N	offSlur
D-434	D	"Brownies for my brownie" I love this movie. &#128517;	N	Y	N	N	reclaimed
M-614	M	I totally agree, I sent one female to Florida. I never will relapse to Peter Pan or ever become a Capt. Save a Hoe again, stayed sober for over 15 yrs. and going strong. Great video.	N	Y	Y	N	reclaimed
D-746	D	#Lingo so A1 niccas be Tryn talk like me	N	Y	N	N	reclaimed
D-782	D	#Shoutout to everybody that follow a nicca!!	N	Y	N	N	reclaimed
D-783	D	#Shoutout to my #Exit47 niccas! #Salute	N	Y	N	N	reclaimed
D-784	D	#Shoutout to my #MackTown niccas!	N	Y	N	N	reclaimed
D-796	D	#THEBOONDOCKS at 10:30 my nicca!	N	Y	N	N	reclaimed
D-933	D	#tbt my precious gook baby &#128525;&#128525;&#128525;&#128525;&#128525;&#128525; @outtapocketjuju http://t.co/2QJLJj6tK5	N	Y	N	N	reclaimed
D-998	D	&#128514;&#128514; fucc nicca yu pose to be pullin up	N	Y	N	N	reclaimed
D-1091	D	&#193;lbum de fotos: gaywrites: In the Making, a project by and for queer students at Harvard, highlights the... http://t.co/XZQ9XmaQTf	N	Y	N	N	reclaimed
D-1340	D	&#8220;@ICEom @SupurMario27 coolin my nig ( @1TIMMYTEE voice)&#8221; uhhee ( @ICEom laugh)	N	Y	N	N	reclaimed
D-1495	D	&#8220;@PlMPCESS: In the fashion world "urban" means "stolen from black people" its ghetto on us, and urban on them haha http://t.co/S0XWGfLJ9C&#8221; &#128588;	N	Y	N	Y	reclaimed
D-1601	D	&#8220;@ThequeenTommy: @savanigga already going http://t.co/41fpnfeovb&#8221; how I look at side hoes when daddy walk in the room.	N	Y	Y	N	reclaimed
D-1643	D	&#8220;@WillyC14_: &#8220;@urbie_6: #SingleBecause ill find a cute hoosier to date next year &#128527;&#8221; @Tgold32&#8221; @connorbradley	N	Y	N	N	reclaimed
D-1730	D	"@almightyburr: gotta buy those anti-slip shoes so these hoes won't catch me slipping"	N	Y	N	N	reclaimed
D-1787	D	&#8220;@dominiloka: My daughter makes me with I wasn't a hoe from age 18-25&#8221; u on a roll tonight	N	Y	N	N	reclaimed
D-1806b	D	RT @TheAfricanSiren: Automatically suspicious of white folk who try too hard to show they like us darkies.	N	Y	Y	N	reclaimed
D-2146	D	 Someone let me know why Drake so cold ? &#1041185;&#1041240;&#1043358;&#1043351;&#1043323; He my favorite rapper , this niggah HARD .	N	Y	N	N	reclaimed
D-2159	D	With my Bestf Shyanna Pen and ma main niggah Ronnie A. Jackson III &#1043359;&#1041636; Movie bound after we pick up the homies	N	Y	N	N	reclaimed
D-2709	D	@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.	N	Y	Y	N	reclaimed
D-2843	D	@CarelessOne92 I'm not Hollywood at all my nig, u brought me to twitter n bounced	N	Y	N	N	reclaimed
WH-2847	WH	@CarelessOne92 weeknd make muzik for the hoes b, im tryna meet these women he be talkin bout	N	Y	N	N	reclaimed
D-2938	D	@Cody_smith64 true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao	N	Y	N	N	reclaimed
D-3889	D	@KeithOlbermann I feel the same way about the bigotry and racism of using the word "redskins".	N	Y	N	N	reclaimed
D-3929	D	@KiKi_That_Seven Lol I'm not you just can't be sad about things you can't control. But when you walk that stage my nigglet I'll be happy :)	N	Y	N	N	reclaimed
D-4285	D	@MorganSmith_20 peace my negro !	N	Y	N	N	reclaimed
D-5872	D	@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:	N	Y	N	N	reclaimed
D-6109	D	@erinscafe We hate the Yankees though, right? I feel like I'm really good at hating them	N	Y	N	N	reclaimed
D-6126	D	@JoeNBC hey #teabagger the law made it a FELONY to keep and collect the records. </s><s> Get your facts straight	N	Y	N	N	reclaimed
D-7395	D	@tracieeeeee wha? me? i'm just waiting for showtime to bring back queer as folk.	N	Y	N	N	reclaimed
D-7879	D	All you ofay got left is da Oscars. </s><s> Better Enjoy dat before us colored folk get dat too!	N	Y	Y	N	reclaimed
D-7929	D	An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!	N	Y	N	N	reclaimed
D-7971	D	And remember---always be the person you're born to be. You don't have to be queer to take something from that message. #NationalComingOutDay	N	Y	Y	N	reclaimed
D-9150	D	EDA!! The 2 queers at AA! lol @Vbomb20 @GDuenez http://t.co/GzzrZjvVlV	N	Y	Y	N	reclaimed
D-9183	D	Ebola sounds like a hood hoe	N	Y	N	N	reclaimed
D-9401	D	Follow a nicca on IG: im_yung_jay	N	Y	N	N	reclaimed
D-9605	D	Funnie watching my nig interview on ESPN	N	Y	N	N	reclaimed
D-10019	D	He's a pretty damn good actor. But as a gay man it's awesome to see an openly queer actor given the lead role for a major superhero film.	N	Y	N	N	reclaimed
D-10892	D	just wish some females would look in the mirror b4 they hop on social networks & talk down on hoes.	N	Y	Y	N	reclaimed
D-10992	D	I love going to @Walmart and looking at #guns with my wife.  We talk about them in Spanish as the rednecks stare at us and reconsider #2A.	N	Y	N	N	reclaimed
D-10998	D	I love how we can marry and still be the same queer, messy, funny, fabulous, dramatic community we've always been. Why I love us.	N	Y	N	N	reclaimed
D-11609	D	I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived.	N	Y	Y	N	reclaimed
D-11621	D	I'm not big on the "Uncle Tom" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?	N	Y	N	N	reclaimed
D-12194	D	It doesn't just affect kids. It affects the faculty, the staff, that work at these schools that are queer.	N	Y	N	N	reclaimed
D-13107	D	Maybe reluctantly, but they've done it. What does this mean for a discrimination law in the state? Culturally for queer people in the state?	N	Y	N	N	reclaimed
D-14143	D	Wagz This cold we have going around our little hick town had about everyone I know locked in their houses for better th	N	Y	N	N	reclaimed
D-18972	D	RT @andresdavid: Saying, "Who cares?" comes from a privileged position. May you never experience what a queer person goes through, and may &#8230;	N	Y	N	N	reclaimed
D-19008	D	RT @awhooker: Contrary to belief, us queers don&#8217;t go around looking for things to be offended about. It&#8217;s just you cisheteros say the darne&#8230;	N	Y	Y	N	reclaimed
D-19130	D	RT @capflowwatch: Apple CEO says &#8216;Being gay is a gift from God&#8217; as part of campaign to sell iPhone to queers.. http://t.co/lZE2E0wUyV	N	Y	Y	N	reclaimed
D-20942	D	Really Barnicle? OJ or Anthony Weiner? MJ is a clown show for #teabaggers and the rich. Come on #msnbc do you want good ratings? #morningjoe	N	Y	Y	N	reclaimed
D-21117	D	Seeing elder queer couples marry really is emotional. They get to live their final years with equality and with dignity.	N	Y	N	N	reclaimed
D-23024	D	Weekend is here. What an amazing week this has been. Let's use this extended weekend to celebrate our successes my fellow queer folk.	N	Y	N	N	reclaimed
D-24585	D	in real life and online I follow that. sorry folks but just cause I look like a border hopper don't mean I am one. born and raised here	N	Y	Y	Y	reclaimed
D-1250	D	&#8220;@DevJayAintShit: these hoes ain't loyal &#128557;    https://t.co/hiMKk7fYxB&#8221;&#128557;	N	Y	N	N	reclaimed
D-1252	D	&#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh	N	Y	N	N	reclaimed
D-13	D	" bad bitches is the only thing that i like "	N	Y	Y	N	reclaimed
D-95	D	"@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas" you better start looting my nig	N	Y	Y	N	reclaimed
D-209	D	"@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK"	N	Y	Y	N	reclaimed
D-319	D	"@babineaux_: I don't got no type. Bad bitches is the only thing I like" *Iongotnotype	N	Y	Y	N	reclaimed
D-320	D	"@bigbootybishopp: @white_thunduh lassen cc , the coach wants me" i feel it youll get more my nig no doubt	N	Y	Y	N	reclaimed
D-329	D	"@demi_eggleton: oh my god I love Victoria Mitchell" all my bitches love me	N	Y	Y	N	reclaimed
D-373	D	"""@molssyo: One of us is on drugs, and its me but you 're still wrong @currieburry"" hahahahahahah im a bitch sometimes	N	Y	N	N	reclaimed
D-398	D	"""@snoleezey801: I don't ever expose females like that.. That's childish.. "" bitch nigga shiiii..... "	N	Y	Y	N	reclaimed
D-442	D	"Don't make me make you fall in live with a nigga like meee..." The birds 1&amp;2 are my favorite songs by Weeknd	N	Y	Y	N	reclaimed
D-443	D	"Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."	N	Y	N	N	reclaimed
D-453	D	"Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich." http://t.co/Cgx3HNAK9A	N	Y	Y	N	reclaimed
D-464	D	"He wanna be my nigga, but I'm just trinna be his savings account &#128553;" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;	N	Y	Y	N	reclaimed
M-530	M	Some females are so thirsty for attention, just sit back & let some shit come to you.	N	Y	Y	N	reclaimed
D-585	D	"U got my 200K bitch nigga"--Al Haymon to Antonio Tarver	N	Y	Y	N	reclaimed
D-594	D	Well bitch, biology said... &#128514;&#128514;&#128514;	N	Y	Y	N	reclaimed
D-656	D	"on my way to fuck your bitch in the name of The Lord" - Mr. Race	N	Y	N	N	reclaimed
M-677	M	Yall females keep that pussy clean & smelling good cus man it make a nigga want to eat it everytime !	N	Y	N	N	reclaimed
D-682	D	#Bartending becomes a real bitch when you the #bartender are way way taller than the bar was designed for. Holy back pains.	N	Y	N	N	reclaimed
D-772	D	#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies	N	Y	N	N	reclaimed
D-775	D	#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for "all natural clones"..... or something...... #faggot #rome	N	Y	N	N	reclaimed
D-803	D	#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes	N	Y	N	N	reclaimed
D-835	D	#Yankees got beaten by a thug	N	Y	N	N	reclaimed
D-843	D	#bad #ass #local #bitches	N	Y	N	N	reclaimed
D-945	D	#wcw all the bad bitches &#128069;&#128166;	N	Y	N	N	reclaimed
D-980	D	&#128129;&#128513;&#128586;- lmao my nigga . Let's go half on a weed brownie &#128553; we will be laughing hard as hell in senior seminar	N	Y	N	N	reclaimed
D-1044	D	&#128556;RT @LiViBADD88: so many pretty bitches coming to my birthday dinner &#128556;	N	Y	N	N	reclaimed
D-1143	D	&#8220;@AyyyeThatsChubb: I wish i had my dad in my life but the bitch ass nigga still think im not his child!&#8221; LMFAOOOO but damn that's sad cuh !	N	Y	N	N	reclaimed
D-1170	D	&#8220;@BlizzyLC: Police just tried to Rodney King a nigga...&#8221;happen to my nig out here	N	Y	N	N	reclaimed
D-1251	D	&#8220;@DickFurari: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. http://t.co/H0JGORtnF8&#8221;    - Dis be heaven fo a colored man	N	Y	N	N	reclaimed
D-1255	D	&#8220;@DrakeTakeCare12: You don&#8217;t listen when I talk, maybe you&#8217;ll listen when I walk.&#8221; That bitch still won't listen	N	Y	N	N	reclaimed
D-1259	D	&#8220;@DrummerKid0328: Reggie gives me headaches my niggah &#128545;&#128567;&#8221;&#128175;&#128175;	N	Y	N	N	reclaimed
D-1315	D	&#8220;@GreaterThn: for all the bad bitches out there http://t.co/ESXBexvKEs&#8221;Lets go have some fun&#128536; @ambernicolee05 &#128514;&#128514;&#128514;	N	Y	N	N	reclaimed
D-1333	D	&#8220;@HighClassCapri: Ima show my ass tonight, I can feel it &#128586;&#8221;omgggg I was thinking the same shit bitch&#128553;&#128553;	N	Y	N	N	reclaimed
D-1412	D	&#8220;@LesterrNem: Bad bitches is the only thing that I like &#128074;&#128064;&#128074;&#8221;&#128073;&#128073;&#128073;	N	Y	N	N	reclaimed
D-1485	D	&#8220;@OhShitItsRandy: Remember this bro? &#128514; @BrianLovesAss_ http://t.co/RAurUW7mY6&#8221;niggah don't show people this &#128514;&#128514;&#128557;&#128567;	N	Y	N	N	reclaimed
D-1500	D	RT @CharlesBWaffle: These bitches lonely RT @1stName_Bravo Females in Michigan are like those seagulls from Finding Nemo when it comes to d&#8230;	N	Y	N	N	reclaimed
D-1506	D	&#8220;@Quis_2TurntUp: &#8220;@1017_Sqquad: Iont got no type&#8221;bad bitches is the only thing that I like &#128111;&#128131;&#128131;&#8221;aye I'm just living life	N	Y	N	N	reclaimed
D-1560	D	&#8220;@SoTribe_Kasey: I surrounded my bad bitches I can't keep them out my face&#8221;&#128064;&#128064; #WhereTheyAtDoe &#128514;	N	Y	N	N	reclaimed
D-1701	D	&#8220;@__kiante: &#8220;@1017_Sqquad: Iont got not type ... Bad bitches is the only thing that I like&#8221; ayeee!!&#8221; Throw that ass in a sphere &#128064;&#128514;	N	Y	N	N	reclaimed
D-1728	D	&#8220;@alicia_688: He did go in i was actually surprised he when that hard RT @Vice504fly: N the crib listen 2 my nig G-Eazy&#8221;don't diss my homie	N	Y	N	N	reclaimed
D-1770	D	&#8220;@crystalinag: finger a bitch w/ my trigger finger&#8221; nigga shut up	N	Y	N	N	reclaimed
D-1879	D	&#8220;@lilduval: Is it me or does Kim kardashian ain't looking as good no more&#8221;still look better then these so called bad bitches	N	Y	N	N	reclaimed
D-2033	D	&#9889;&#65039;&#9889;&#65039; why lie you're my nigguh &#128526;	N	Y	N	N	reclaimed
D-2036	D	&amp; I keep that bitch on me , it's part of my fashion   So nigga see me when you see me , catch me in traffic	N	Y	N	N	reclaimed
D-2057	D	August Alsina Deserved that &#1043323;&#1043323;&#1043358; My niggah .	N	Y	N	N	reclaimed
D-2068	D	Don't sleep on ma niggah CHood &#128076; @CharleyHood &#128175;&#128175;	N	Y	N	N	reclaimed
D-2071	D	 From Freshman Year to Senior year , this really my niggah started being brothers 4 years ago TODAY . It's crazy... http://t.co/IIHcPFiyQu	N	Y	N	N	reclaimed
D-2077	D	Happppppy Birthdayyyy &#1041191;&#1041196;&#1043215; lol . Niggahs is really 21 in this bitch &#1043358;&#1041219; . http://t.co/YatU7pbsHX	N	Y	N	N	reclaimed
D-2078	D	Happy birthday to my main niggah right here &#1041240;&#1043358;&#1043359;&#1043323;&#1041681;&#1041636;&#1041629; We been at it for a minute same dreams of bein rich and we... http://t.co/Oy4x1yXHZe	N	Y	N	N	reclaimed
D-2088	D	 I just feel like my mouthpiece so cold &#1041185; I'll give lessons to every niggah that ever got turned down , for the low cost of $24.99 &#1043358; Hmu .	N	Y	N	N	reclaimed
D-2098	D	I wouldn't bring my girl around nobody but Leo &#1041204;&#1041204;&#9995; He the only niggah I KNOW that wouldn't mess with any of the... http://t.co/LWDxrVJceu	N	Y	N	N	reclaimed
D-2137	D	Ran a good game with my Royal niggah &#1043359;&#1042390;&#1043323;	N	Y	N	N	reclaimed
D-2149	D	That one niggah that grab the AUX cord and start playen weak ass music &#1041204;&#1041204;&#1041204;&#1041204; http://t.co/KOdyDgPgjA	N	Y	N	N	reclaimed
D-2152	D	This Niggah Kevin Hart couldn't sit down lmaoooooooooooo My niggah My Niggah &#1041204;&#1041204;&#1041204;&#1041204;&#1043358;&#1043351;&#1043323;	N	Y	N	N	reclaimed
D-2177	D	Views from the 6' gon be Instagram picture titles for a while...brace yaself my nigs	N	Y	N	N	reclaimed
D-2273	D	2 bad bitches, 3 glocks, 4 choppas	N	Y	N	N	reclaimed
D-2274	D	2 beer queer	N	Y	N	N	reclaimed
D-2411	D	@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts	N	Y	N	N	reclaimed
D-2450	D	@AlexSchnider niiice my nigga schinder pullin hoes	N	Y	N	N	reclaimed
D-2667	D	@BitchMedia what's up my bitches?! Shout out from your momz in Cali! Keep doin what u do. #loveit	N	Y	N	N	reclaimed
D-2680	D	"@BlackManUSA You're killin' me man! <3 Not all conservatives are racists, just like not all NBP hate honkies.	N	Y	N	N	reclaimed
D-2693	D	@BlakkHoodie_562 fosho my niggah il be over there just been real busy lately	N	Y	N	N	reclaimed
D-2724	D	BraXXXedelic fight that shit say you're on free lunch and they must have the game fucked up cause you're colored like the rest of them	N	Y	Y	Y	reclaimed
D-2844	D	@CarelessOne92 a young nigga turned into Mr. CATCHMEIFYOUCAN....I'm in da field my nig #WEDAOPPS #FUKEMWEBALL	N	Y	N	N	reclaimed
D-2848	D	@CarelessOne92 you styl gotta get dem tweets off my nig	N	Y	N	N	reclaimed
D-2935	D	@ClicquotSuave my nigga what her pussy smell like?	N	Y	N	N	reclaimed
D-3011	D	@D_Palomino52 @TheOneMiss_Luu you my niggah though Daniel! Lol	N	Y	N	N	reclaimed
D-3034	D	@DanielSizelove @Conrad_MLG get on cunt	N	Y	N	N	reclaimed
D-3197	D	@Elvis_NotPresly I gt android dmt kno whats in that box my nig	N	Y	N	N	reclaimed
D-3232	D	@FOLLOWNOVA Yooo I was thinking bout that the other day lol.. You only really speaking of one person my niggah	N	Y	N	N	reclaimed
D-3283	D	@Freegeezy17 nigga look my size, plus it get hit in the ass, an look like its been fighting all its life.... I'll sneak dat bitch an RUN!	N	Y	N	N	reclaimed
D-3396	D	@GrizzboAdams @wyattnuckels haha ight nig calm yoself	N	Y	N	N	reclaimed
D-3879	D	@KazAtta I woulda jus told skylar one night 'hey I got a flight in the mornin...you wit it or nah' while textin my brazilian bitch	N	Y	N	N	reclaimed
D-3880	D	@KazAtta LOL this is why u my nig	N	Y	N	N	reclaimed
D-3884	D	@KazAtta your welcome my nig #salute	N	Y	N	N	reclaimed
D-4002	D	@Latrobemark niggahs be like im draggn my nutts in 2 degree weather , out tgere Frozed like a bitch	N	Y	N	N	reclaimed
D-4140	D	@MannyPacquiao thank you for proving my bitch ass wrong tonight.	N	Y	N	N	reclaimed
D-4278	D	@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype	N	Y	N	N	reclaimed
D-4328	D	@MyButtSweats ay nigguh so when ya coming back	N	Y	N	N	reclaimed
D-4511	D	@Pacific_Tomb yeah, us crackers are the devil.	N	Y	N	N	reclaimed
D-4603	D	@REM_2014 biiiiiiiitch don't start with this again haha my niggggg grandma come over hoe!! If ya want I'll try to scoop ya up today if ya	N	Y	N	N	reclaimed
D-4719	D	@Rugarickrockers Ima make you a sick entrance song my nig	N	Y	N	N	reclaimed
D-4772	D	@SammySkinner hey nig	N	Y	N	N	reclaimed
D-4854	D	@SlowDollaz photoshop my nig	N	Y	N	N	reclaimed
D-4888	D	@SteezHOE that's my lil Nigga in the middle . I was locked Wid bitch	N	Y	N	N	reclaimed
D-4889	D	@SteezHOE this was my nigga in that bitch man!	N	Y	N	N	reclaimed
D-4895	D	@StephyRae7 No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee	N	Y	N	N	reclaimed
D-4972	D	@TRUESMOKERYFB im coolin you know me same ole shit different day my nig	N	Y	N	N	reclaimed
D-5125	D	@The_Greatest_10 My problem is that I love bad bitches.	N	Y	N	N	reclaimed
D-5191	D	@Trippy_Spiffy ayyyyyyeeeeee my nigga back in the bitch	N	Y	N	N	reclaimed
D-5254	D	@Viri_BraceFacee no problem my niggah &#128076;	N	Y	N	N	reclaimed
D-5255	D	@Viri_BraceFacee was good my niggah lol	N	Y	N	N	reclaimed
D-5558	D	@_fullawhite haha my nigga coco :,) I can't wait to fuckkk like a hunna hoes this summer haha jk	N	Y	N	N	reclaimed
D-5699	D	@ashhruggiero happy birthday queer	N	Y	Y	N	reclaimed
D-5713	D	@atspace your 2. And 3. Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2	N	Y	Y	N	reclaimed
D-5733	D	@baaaabyshaaaay_ My niggah!!	N	Y	N	N	reclaimed
D-5780	D	@bitchdicknigga yeah cum itch my slit baby cakes	N	Y	N	N	reclaimed
D-5807	D	@boxingscene Danny will be in deep deep water at 147 too many badass sons of bitches up there	N	Y	N	N	reclaimed
D-5813	D	@brendacoyt_3 : Ayee Ayee it's my snow niqqa &amp;&amp; it's for my bitches to slide to my crib	N	Y	N	N	reclaimed
D-5942	D	@crushwb sup my nigga.. cracker.. home boy.. what ya know that .. blah... forget it.. hey to ya.	N	Y	N	N	reclaimed
D-5976	D	@dappermuke I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 http://t.co/tuQ0uAd8bK	N	Y	N	N	reclaimed
D-5981	D	@datexehmm So bad bitches intimidate you, in other words?	N	Y	N	N	reclaimed
D-5987	D	@davidly62793584 how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha	N	Y	N	N	reclaimed
D-6030	D	@djfeds couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto	N	Y	N	N	reclaimed
D-6120	D	@evanaleks living with my bitches #live #thuglife http://t.co/upL2ZYn5v1	N	Y	N	N	reclaimed
D-6125	D	@fabbymichelle your one of my bitches you make money for me !	N	Y	N	N	reclaimed
D-6292	D	@iAmMarshall27 yeah man all my niggas dipped to the cars and left and I was in a barn getting chased by the ghetto bird	N	Y	N	N	reclaimed
D-6320	D	@iamkrause   I see da dayd presidents coz my bitches and hoes be makin money day way	N	Y	N	N	reclaimed
D-6394	D	@jalenwanna bad bitches only?	N	Y	N	N	reclaimed
D-6463	D	@jordan536633 @heydenbunsyolo @bird_lovin bitch what huh nigga am not gonna do damn thing sir this my page, oh what u forgot	N	Y	N	N	reclaimed
D-6471	D	@joshkline1992 that's my nig nog	N	Y	N	N	reclaimed
D-6480	D	@jthomas309 @DestroTheNoble @nekolin &lt;&lt;&lt; Getting his ass pounded &amp; loving it!   I'm done with this GAY whiney bitch. NEXT......	N	Y	N	N	reclaimed
D-6484	D	@juicygenie only bad bitches in $roe r u &amp; @flightrisk_	N	Y	N	N	reclaimed
D-6521	D	@karlamorenoo dont even trip my niggah i got you lol	N	Y	N	N	reclaimed
D-6523	D	@karlamorenoo my niggah my niggah lol	N	Y	N	N	reclaimed
D-6524	D	@karlamorenoo niggah you dont know me! Lol you dont know my life aha	N	Y	N	N	reclaimed
D-6566	D	@kelvinkayyy safe bruv welcum to twitter my niggur	N	Y	N	N	reclaimed
D-6793	D	@luvvida You're right.. I be around my nig....	N	Y	N	N	reclaimed
D-6824	D	"@markoketchuck the black girl is lighter than every other bitch on here! y'all needa stop playin, fuckin up darkskin girls' body image"	N	Y	N	N	reclaimed
D-6971	D	@noturavurage You can roll? And what you got to eat? Barter system my nig!	N	Y	N	N	reclaimed
D-7055	D	@pricelessxxx u good man long time my niggah	N	Y	N	N	reclaimed
D-7241	D	@skyereyes_ @keanabermudez YOOOOOOOOOOOOOO LMFAOOOOOOOO im schlumped !!!!!! &#128514;&#128553;&#128514;&#128553;&#128128; I love my bitches &#128111;&#128111;&#128109; #squaaaaad &#128514;&#128553;&#128514;&#128128;	N	Y	N	N	reclaimed
D-7363	D	@thereal_4 yeah lil nigga I was homecoming king and still been getting bad bitches as u see &#9996;&#65039;	N	Y	N	N	reclaimed
D-7425	D	@twaynesback well I already got some lol but I'm bout to hop in the shower and eat something real quick then I'll be on my way nig	N	Y	N	N	reclaimed
D-7643	D	A guy claiming to be Republican called C-Span news and said "Republicans hate that nigger Obama" https://t.co/XZe0u7guZM	N	Y	N	N	reclaimed
D-7698	D	Abed and I are gonna retire in Florida and get all the bad bitches in the nursing home.	N	Y	N	N	reclaimed
D-7735	D	Ain't like them guys who wine and dine to keep they women.. My bitches only want two things, that's to get high and kick it	N	Y	N	Y	reclaimed
D-7806	D	All my bitches love me, all my all my bitches love me, all my bitches love me. You ain't fuckin with my dougie &#128129; @vivaalakatyy	N	Y	N	N	reclaimed
D-7820	D	All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET	N	Y	N	N	reclaimed
D-7906	D	Always a good sesh wit my niggah blakk	N	Y	N	N	reclaimed
D-8064	D	At the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao	N	Y	N	N	reclaimed
D-8099	D	Ayy yo @Ray_Lakee my nigga @who__CHRISJONES be all up on da,pussy not lettin dat muafucka breathe.	N	Y	N	N	reclaimed
D-8131	D	Bad bitches ain't cheap	N	Y	N	N	reclaimed
D-8133	D	Bad bitches an good weed	N	Y	N	N	reclaimed
D-8134	D	Bad bitches and good weed	N	Y	N	N	reclaimed
D-8136	D	Bad bitches every where	N	Y	N	N	reclaimed
D-8137	D	Bad bitches from Oakland, she could beeee a model	N	Y	N	N	reclaimed
D-8139	D	Bad bitches in dirty ass houses &lt;&lt;&lt;	N	Y	N	N	reclaimed
D-8140	D	Bad bitches in the pen make my toes curl	N	Y	N	N	reclaimed
D-8142	D	Bad bitches is the only thing that I like	N	Y	N	N	reclaimed
D-8143	D	Bad bitches is the only thing that I like!!!!!! #BBLU this Saturday #BBLU #SuedeLounge #RICHGIRLS	N	Y	N	N	reclaimed
D-8144	D	Bad bitches is the only thing that i like	N	Y	N	N	reclaimed
D-8145	D	Bad bitches is the only thing that like	N	Y	N	N	reclaimed
D-8146	D	Bad bitches only	N	Y	N	N	reclaimed
D-8147	D	Bad bitches only ... http://t.co/ceyb1b3rF0	N	Y	N	N	reclaimed
D-8303	D	Bitches can't fuck with my bitches they deadly	N	Y	N	N	reclaimed
D-8308	D	Bitches dont wann fxck me no more bitches wanna fxck all my bitches	N	Y	N	N	reclaimed
D-8390	D	Boys dont wanna seem like bitch thats why they dont express feelings like us females do	N	Y	Y	N	reclaimed
D-8529	D	Came home and found my cat sleeping on my pillow ;c I love that niggah.	N	Y	N	N	reclaimed
D-8600	D	Can't wait till my bitches get here &#128131;	N	Y	N	N	reclaimed
D-8726	D	Cloud stay stealing peoples phrases first she takes jens by saying "friend" then she takes mine by saying "my nigg" get your own my nig dam	N	Y	N	N	reclaimed
D-8734	D	Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo	N	Y	N	N	reclaimed
D-8769	D	Couldn't pull my nigga in ya wettest dreams hoe&#128526;	N	Y	N	N	reclaimed
D-8770	D	Counting money while my bitches sleep.	N	Y	N	N	reclaimed
D-8839	D	Daddy cracker and a few bad bitches...	N	Y	N	N	reclaimed
D-8921	D	Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night	N	Y	N	N	reclaimed
