COLDID	Annotator	OriginalID	Text	Q1	Q2	Q3	Q4
1992	D	WH-564956413307261000	@JohnMannMP @JoRitson Now you assholes continue to victimize those girls by trying to create distractions while letting the rapists go free.	N	N	N	N
1992	E	WH-564956413307261000	@JohnMannMP @JoRitson Now you assholes continue to victimize those girls by trying to create distractions while letting the rapists go free.	N	N	N	N
1992	F	WH-564956413307261000	@JohnMannMP @JoRitson Now you assholes continue to victimize those girls by trying to create distractions while letting the rapists go free.	Y	Y	N	N
1993	B	WH-566079597192565000	@Just_Nafisa @FatimaFatwa @eS3udi @JRehling 2.3% my ass. At least half of them are murderous lunatics. http://t.co/uFqtM3HhyD	Y	Y	N	N
1993	E	WH-566079597192565000	@Just_Nafisa @FatimaFatwa @eS3udi @JRehling 2.3% my ass. At least half of them are murderous lunatics. http://t.co/uFqtM3HhyD	Y	N	N	Y
1993	F	WH-566079597192565000	@Just_Nafisa @FatimaFatwa @eS3udi @JRehling 2.3% my ass. At least half of them are murderous lunatics. http://t.co/uFqtM3HhyD	Y	Y	N	Y
1994	D	WH-553401042843337000	@KhaledHamaki The leader of those terrorists has a Phd in Islam. It is you that are purposely trying to mislead western audiences.	Y	N	N	Y
1994	E	WH-553401042843337000	@KhaledHamaki The leader of those terrorists has a Phd in Islam. It is you that are purposely trying to mislead western audiences.	N	N	N	Y
1994	F	WH-553401042843337000	@KhaledHamaki The leader of those terrorists has a Phd in Islam. It is you that are purposely trying to mislead western audiences.	Y	N	N	Y
1995	B	WH-573628167983780000	@MaxBlumenthal In the meantime the terrorists who want to destroy Israel have murdered hundreds of thousands and scum like you excuse them.	N	N	N	N
1995	E	WH-573628167983780000	@MaxBlumenthal In the meantime the terrorists who want to destroy Israel have murdered hundreds of thousands and scum like you excuse them.	Y	N	N	N
1995	F	WH-573628167983780000	@MaxBlumenthal In the meantime the terrorists who want to destroy Israel have murdered hundreds of thousands and scum like you excuse them.	Y	N	Y	Y
1996	D	WH-551904673473765000	@MikePrysner @ChristophHeer52 Where is your evidence that any of these people are Nazis, Putin troll.	N	N	N	N
1996	E	WH-551904673473765000	@MikePrysner @ChristophHeer52 Where is your evidence that any of these people are Nazis, Putin troll.	N	N	N	N
1996	F	WH-551904673473765000	@MikePrysner @ChristophHeer52 Where is your evidence that any of these people are Nazis, Putin troll.	N	Y	N	N
1997	D	WH-575135185492046000	@nader_haq @MadDr11 @MaxBlumenthal These Muslims are babies are trained to kill, scum. http://t.co/jaWq72xkfF	Y	N	N	Y
1997	E	WH-575135185492046000	@nader_haq @MadDr11 @MaxBlumenthal These Muslims are babies are trained to kill, scum. http://t.co/jaWq72xkfF	Y	N	Y	N
1997	F	WH-575135185492046000	@nader_haq @MadDr11 @MaxBlumenthal These Muslims are babies are trained to kill, scum. http://t.co/jaWq72xkfF	Y	Y	Y	Y
1998	B	WH-575103837410718000	@nader_haq @MadDr11 No, that was just your pedophile prophet making excuses to slaughter them and steal their land and property.	Y	Y	N	N
1998	E	WH-575103837410718000	@nader_haq @MadDr11 No, that was just your pedophile prophet making excuses to slaughter them and steal their land and property.	Y	N	N	Y
1998	F	WH-575103837410718000	@nader_haq @MadDr11 No, that was just your pedophile prophet making excuses to slaughter them and steal their land and property.	Y	Y	N	N
1999	D	WH-575296858299363000	@ottomanland @loveconcursall Brilliant how the English spy and t Israelis got Erdogan to let all those terrorists into Syria through Turkey	Y	N	N	Y
1999	E	WH-575296858299363000	@ottomanland @loveconcursall Brilliant how the English spy and t Israelis got Erdogan to let all those terrorists into Syria through Turkey	N	N	Y	N
1999	F	WH-575296858299363000	@ottomanland @loveconcursall Brilliant how the English spy and t Israelis got Erdogan to let all those terrorists into Syria through Turkey	Y	Y	N	N
2000	D	WH-562264434416951000	@PressTV Like every Muslim country, they find money for weapons, but they don't have the money for schools.	Y	N	N	Y
2000	E	WH-562264434416951000	@PressTV Like every Muslim country, they find money for weapons, but they don't have the money for schools.	Y	N	N	Y
2000	F	WH-562264434416951000	@PressTV Like every Muslim country, they find money for weapons, but they don't have the money for schools.	Y	N	N	Y
2001	D	WH-567035811195916000	@shehzilk @watan71969 Those Jews are assholes. Most Jews are secular and humanist. Most Muslims are Islamists. http://t.co/GQx6BZAFJ5	Y	N	N	Y
2001	E	WH-567035811195916000	@shehzilk @watan71969 Those Jews are assholes. Most Jews are secular and humanist. Most Muslims are Islamists. http://t.co/GQx6BZAFJ5	Y	N	Y	Y
2001	F	WH-567035811195916000	@shehzilk @watan71969 Those Jews are assholes. Most Jews are secular and humanist. Most Muslims are Islamists. http://t.co/GQx6BZAFJ5	Y	N	Y	Y
2002	D	WH-573959831381406000	@tti1947 Furthermore, those Jews were not nomads. In fact, the city of Medina was established by Jews before Mohammed attacked them.	N	N	Y	N
2002	E	WH-573959831381406000	@tti1947 Furthermore, those Jews were not nomads. In fact, the city of Medina was established by Jews before Mohammed attacked them.	N	N	Y	N
2002	F	WH-573959831381406000	@tti1947 Furthermore, those Jews were not nomads. In fact, the city of Medina was established by Jews before Mohammed attacked them.	N	N	Y	N
2003	B	WH-552254776218366000	@ummayman90 #Islam tarnishes itself. I just point out the truth of what is there, and you try to rationalize it because you are ashamed.	Y	N	N	N
2003	E	WH-552254776218366000	@ummayman90 #Islam tarnishes itself. I just point out the truth of what is there, and you try to rationalize it because you are ashamed.	Y	N	N	N
2003	F	WH-552254776218366000	@ummayman90 #Islam tarnishes itself. I just point out the truth of what is there, and you try to rationalize it because you are ashamed.	Y	N	N	N
2003	B	WH-552254776218366000	@ummayman90 The only reason the overall numbers increase is because Muslims breed like rats, just like their prophet told them to do. #Islam	Y	N	Y	N
2003	E	WH-552254776218366000	@ummayman90 The only reason the overall numbers increase is because Muslims breed like rats, just like their prophet told them to do. #Islam	Y	N	Y	Y
2003	F	WH-552254776218366000	@ummayman90 The only reason the overall numbers increase is because Muslims breed like rats, just like their prophet told them to do. #Islam	Y	N	Y	Y
2004	C	WH-567082687299482000	I hate when those little white kids try and act black .	Y	N	N	N
2004	E	WH-567082687299482000	I hate when those little white kids try and act black .	N	N	N	N
2004	F	WH-567082687299482000	I hate when those little white kids try and act black .	Y	N	N	Y
2005	C	D-6705	lol tell Liv none of her usual redneck hillbilly places an none of ur black gangsta places either	N	Y	N	N
2005	E	D-6705	lol tell Liv none of her usual redneck hillbilly places an none of ur black gangsta places either	Y	N	N	N
2005	F	D-6705	lol tell Liv none of her usual redneck hillbilly places an none of ur black gangsta places either	Y	N	N	Y
2006	D	WH-552305714249863000	RT @Angel__Kitty: These women are fighting against Islam in most unusual way~ http://t.co/yjw5iBDXfN	N	N	N	N
2006	E	WH-552305714249863000	RT @Angel__Kitty: These women are fighting against Islam in most unusual way~ http://t.co/yjw5iBDXfN	N	N	N	N
2006	F	WH-552305714249863000	RT @Angel__Kitty: These women are fighting against Islam in most unusual way~ http://t.co/yjw5iBDXfN	N	N	N	N
2007	C	D-16928	RT @MsRock4Ever: bitch mcconnell has been a 30-year parasite and we can not afford him any longer. @VoteBlue, Vote @AlisonForKY	Y	Y	N	N
2007	E	D-16928	RT @MsRock4Ever: bitch mcconnell has been a 30-year parasite and we can not afford him any longer. @VoteBlue, Vote @AlisonForKY	Y	Y	N	N
2007	F	D-16928	RT @MsRock4Ever: bitch mcconnell has been a 30-year parasite and we can not afford him any longer. @VoteBlue, Vote @AlisonForKY	Y	Y	N	N
2008	A	WH-567396142170661000	RT @pies_n_prophet: @HPluckrose @RichardDawkins 'these people do not share your values' former archbishop of Mosul we project our enlighteâ€¦	N	N	N	N
2008	B	WH-567396142170661000	RT @pies_n_prophet: @HPluckrose @RichardDawkins 'these people do not share your values' former archbishop of Mosul we project our enlighteâ€¦	N	N	N	N
2008	C	WH-567396142170661000	RT @pies_n_prophet: @HPluckrose @RichardDawkins 'these people do not share your values' former archbishop of Mosul we project our enlighteâ€¦	N	N	N	N
2009	B	WH-574034073959559000	RT @TRobinsonNewEra: The @BBCNews have disgraced our country . First they covered for Seville,then they failed with muslims rapes,now this â€¦	N	N	Y	N
2009	E	WH-574034073959559000	RT @TRobinsonNewEra: The @BBCNews have disgraced our country . First they covered for Seville,then they failed with muslims rapes,now this â€¦	Y	N	Y	Y
2009	F	WH-574034073959559000	RT @TRobinsonNewEra: The @BBCNews have disgraced our country . First they covered for Seville,then they failed with muslims rapes,now this â€¦	Y	N	Y	N
2010	B	M-2a	Did you mean Hillary Clinton shouldn’t be president, or no female should be president? 	N	N	Y	N
2010	E	M-2a	Did you mean Hillary Clinton shouldn’t be president, or no female should be president? 	N	N	Y	N
2010	F	M-2a	Did you mean Hillary Clinton shouldn’t be president, or no female should be president? 	N	N	Y	N
2011	A	M-2b	Why don't gays like being girly? Cause a gay is normally called girly. 	Y	N	Y	N
2011	C	M-2b	Why don't gays like being girly? Cause a gay is normally called girly. 	Y	N	Y	N
2011	E	M-2b	Why don't gays like being girly? Cause a gay is normally called girly. 	N	N	Y	N
2012	A	WH-554127617234727000	@Asadumarfans You are a Muslim. You are brain dead. You repeat what others have said a million times.	Y	N	Y	N
2012	C	WH-554127617234727000	@Asadumarfans You are a Muslim. You are brain dead. You repeat what others have said a million times.	Y	N	N	N
2012	D	WH-554127617234727000	@Asadumarfans You are a Muslim. You are brain dead. You repeat what others have said a million times.	Y	N	N	Y
2013	B	WH-572337676713513000	If only this Sasquatch had wings to help these girls fly out of the whole they've dug for themselves #mkr @mykitchenrules	N	N	N	N
2013	F	WH-572337676713513000	If only this Sasquatch had wings to help these girls fly out of the whole they've dug for themselves #mkr @mykitchenrules	N	N	N	N
2013	D	WH-572337676713513000	If only this Sasquatch had wings to help these girls fly out of the whole they've dug for themselves #mkr @mykitchenrules	N	N	N	N
2014	B	WH-572334877648933000	Time to see these girls finally cook.... Sink or swim. Sassy won't save you #mkr @mykitchenrules	N	N	N	N
2014	F	WH-572334877648933000	Time to see these girls finally cook.... Sink or swim. Sassy won't save you #mkr @mykitchenrules	N	N	N	N
2014	D	WH-572334877648933000	Time to see these girls finally cook.... Sink or swim. Sassy won't save you #mkr @mykitchenrules	N	N	N	N
2015	A	D-3a	!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny	Y	Y	Y	N
2015	C	D-3a	!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny	Y	Y	N	N
2015	D	D-3a	!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny	Y	Y	N	N
2016	A	M-3b	Huh, Born As A Poor Isn't A Choice, But If You Die Poor It's A Choice, And You Have The Right To Slap Yourself In The Face.	N	N	Y	N
2016	B	M-3b	Huh, Born As A Poor Isn't A Choice, But If You Die Poor It's A Choice, And You Have The Right To Slap Yourself In The Face.	Y	N	Y	N
2016	D	M-3b	Huh, Born As A Poor Isn't A Choice, But If You Die Poor It's A Choice, And You Have The Right To Slap Yourself In The Face.	Y	N	Y	N
2017	A	WH-568541747849998000	@buellerishere Who cares. ISIS does what Mohammed did. Tens of thousands also do and have joined him. Muslims crazy. http://t.co/JXkY2pdJ93	Y	N	Y	N
2017	C	WH-568541747849998000	@buellerishere Who cares. ISIS does what Mohammed did. Tens of thousands also do and have joined him. Muslims crazy. http://t.co/JXkY2pdJ93	Y	N	N	N
2017	D	WH-568541747849998000	@buellerishere Who cares. ISIS does what Mohammed did. Tens of thousands also do and have joined him. Muslims crazy. http://t.co/JXkY2pdJ93	Y	N	N	Y
2018	C	M-4a	find that quite extraordinary that, there you are, CEO of a company- as a female and yet you say, “a female shouldn’t be president of the country” 	N	N	Y	N
2018	E	M-4a	find that quite extraordinary that, there you are, CEO of a company- as a female and yet you say, “a female shouldn’t be president of the country” 	N	Y	N	N
2018	F	M-4a	find that quite extraordinary that, there you are, CEO of a company- as a female and yet you say, “a female shouldn’t be president of the country” 	N	N	Y	N
2019	B	M-4b	I've spoken to a gay and he says only a very very few gays like being girly but he said straight guys are the one who are really girly but then don't show it out cause they like it that way.	Y	N	Y	N
2019	C	M-4b	I've spoken to a gay and he says only a very very few gays like being girly but he said straight guys are the one who are really girly but then don't show it out cause they like it that way.	N	N	Y	N
2019	F	M-4b	I've spoken to a gay and he says only a very very few gays like being girly but he said straight guys are the one who are really girly but then don't show it out cause they like it that way.	N	N	Y	N
2020	A	WH-574018722202939000	@Col_Connaughton Muslims train babies to hate and murder, then use them for propaganda. http://t.co/c7DlwIXjPc	Y	N	Y	Y
2020	C	WH-574018722202939000	@Col_Connaughton Muslims train babies to hate and murder, then use them for propaganda. http://t.co/c7DlwIXjPc	Y	N	N	N
2020	D	WH-574018722202939000	@Col_Connaughton Muslims train babies to hate and murder, then use them for propaganda. http://t.co/c7DlwIXjPc	Y	N	N	Y
2021	A	WH-567341700134097000	"A new study released today says teens are not getting enough sleep" - no kidding? Who pays these people to say things that are obvious?	N	N	N	N
2021	D	WH-567341700134097000	"A new study released today says teens are not getting enough sleep" - no kidding? Who pays these people to say things that are obvious?	N	N	N	N
2021	E	WH-567341700134097000	"A new study released today says teens are not getting enough sleep" - no kidding? Who pays these people to say things that are obvious?	N	N	N	N
2022	A	WH-571742151786168000	The smear tactics aren't going to work. These people have known me for over a decade.	N	N	N	N
2022	D	WH-571742151786168000	The smear tactics aren't going to work. These people have known me for over a decade.	N	N	N	N
2022	E	WH-571742151786168000	The smear tactics aren't going to work. These people have known me for over a decade.	N	N	N	N
2023	B	WH-572336225098441000 	RT @colonelkickhead: And we'll keep doing instant restaurant rounds until these people can learn to bloody cook! #MKR	N	N	N	N
2023	C	WH-572336225098441000 	RT @colonelkickhead: And we'll keep doing instant restaurant rounds until these people can learn to bloody cook! #MKR	N	N	N	N
2023	F	WH-572336225098441000 	RT @colonelkickhead: And we'll keep doing instant restaurant rounds until these people can learn to bloody cook! #MKR	N	N	N	N
2024	B	WH-572335634989240000	Bloody hell! How many more times can we see these people cook at home? #MKR	N	N	N	N
2024	C	WH-572335634989240000	Bloody hell! How many more times can we see these people cook at home? #MKR	N	N	N	N
2024	F	WH-572335634989240000	Bloody hell! How many more times can we see these people cook at home? #MKR	N	N	N	N
2025	B	WH-572336225098441000	RT @colonelkickhead: And we'll keep doing instant restaurant rounds until these people can learn to bloody cook! #MKR	N	N	N	N
2025	C	WH-572336225098441000	RT @colonelkickhead: And we'll keep doing instant restaurant rounds until these people can learn to bloody cook! #MKR	N	N	N	N
2025	F	WH-572336225098441000	RT @colonelkickhead: And we'll keep doing instant restaurant rounds until these people can learn to bloody cook! #MKR	N	N	N	N
2026	A	WH-572355295076209000	#mkr why do all these people WANT to cook for a living? Don't they realise it's another chore, just more housework? It's fun once or twice &gt;	N	N	N	N
2026	D	WH-572355295076209000	#mkr why do all these people WANT to cook for a living? Don't they realise it's another chore, just more housework? It's fun once or twice &gt;	N	N	N	N
2026	E	WH-572355295076209000	#mkr why do all these people WANT to cook for a living? Don't they realise it's another chore, just more housework? It's fun once or twice &gt;	N	N	N	N
2027	A	WH-575611686276633000	Love all these people having a go at Kat like she is the only one ever to vote strategically in #MKR history. Happens every year.	N	N	N	N
2027	D	WH-575611686276633000	Love all these people having a go at Kat like she is the only one ever to vote strategically in #MKR history. Happens every year.	N	N	N	N
2027	E	WH-575611686276633000	Love all these people having a go at Kat like she is the only one ever to vote strategically in #MKR history. Happens every year.	N	N	N	N
2028	A	WH-572330738873344000	RT @Msloulou77: These people are seriously deluded to think they have any 'future in food' beyond eating it. #MKR	N	N	N	N
2028	D	WH-572330738873344000	RT @Msloulou77: These people are seriously deluded to think they have any 'future in food' beyond eating it. #MKR	N	N	N	N
2028	E	WH-572330738873344000	RT @Msloulou77: These people are seriously deluded to think they have any 'future in food' beyond eating it. #MKR	N	N	N	N
2029	A	WH-575533894503633000	@desertfox899 @jhamby why interact with these people?	N	N	N	N
2029	D	WH-575533894503633000	@desertfox899 @jhamby why interact with these people?	N	N	N	N
2029	E	WH-575533894503633000	@desertfox899 @jhamby why interact with these people?	N	N	N	N
2030	B	WH-575596679426011000	I don't even remember any of these people #mkr	N	N	N	N
2030	C	WH-575596679426011000	I don't even remember any of these people #mkr	N	N	N	N
2030	F	WH-575596679426011000	I don't even remember any of these people #mkr	N	N	N	N
2031	A	WH-575596632193917000	Who are these people LOL #MKR	N	N	N	N
2031	D	WH-575596632193917000	Who are these people LOL #MKR	N	N	N	N
2031	E	WH-575596632193917000	Who are these people LOL #MKR	N	N	N	N
2032	B	WH-575597551614734000	Who are all these people? I've forgotten #mkr	N	N	N	N
2032	C	WH-575597551614734000	Who are all these people? I've forgotten #mkr	N	N	N	N
2032	F	WH-575597551614734000	Who are all these people? I've forgotten #mkr	N	N	N	N
2033	A	WH-575612158446334000	Oh god, all these people that I don't like that I'd forgotten about #goaway #10000teamsleft #MKR	N	N	N	N
2033	D	WH-575612158446334000	Oh god, all these people that I don't like that I'd forgotten about #goaway #10000teamsleft #MKR	N	N	N	N
2033	E	WH-575612158446334000	Oh god, all these people that I don't like that I'd forgotten about #goaway #10000teamsleft #MKR	N	N	N	N
2034	B	WH-576099719136436000	I'm sorry, but I've received quite a flurry of threats. I've asked these people to form an orderly line, and you're in back.	N	N	N	N
2034	C	WH-576099719136436000	I'm sorry, but I've received quite a flurry of threats. I've asked these people to form an orderly line, and you're in back.	N	N	N	N
2034	F	WH-576099719136436000	I'm sorry, but I've received quite a flurry of threats. I've asked these people to form an orderly line, and you're in back.	N	N	N	N
2035	A	WH-576250667821478000	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts it's incorrect. it's in no way related to email addresses (are these people technical?)	N	N	N	N
2035	D	WH-576250667821478000	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts it's incorrect. it's in no way related to email addresses (are these people technical?)	N	N	N	N
2035	E	WH-576250667821478000	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts it's incorrect. it's in no way related to email addresses (are these people technical?)	N	N	N	N
2035	B	WH-576250667821478000	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts why are these people such idiots, i mean, seriously. it's not difficult code to read.	Y	N	N	N
2035	C	WH-576250667821478000	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts why are these people such idiots, i mean, seriously. it's not difficult code to read.	N	N	N	N
2035	F	WH-576250667821478000	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts why are these people such idiots, i mean, seriously. it's not difficult code to read.	Y	N	N	Y
2036	A	M-5a	I feel your pain. Until I realize not being a poor is so worth it	Y	N	Y	N
2036	B	M-5a	I feel your pain. Until I realize not being a poor is so worth it	Y	N	Y	N
2036	C	M-5a	I feel your pain. Until I realize not being a poor is so worth it	Y	N	Y	N
2037	C	M-5b	I feel your pain. Until I realize not being a poor is so worth it	Y	N	Y	N
2037	D	M-5b	I feel your pain. Until I realize not being a poor is so worth it	Y	N	Y	Y
2037	F	M-5b	I feel your pain. Until I realize not being a poor is so worth it	Y	N	Y	N
2038	C	M-5c	the president of the United States, to me, should be a man not a female,	Y	N	Y	N
2038	E	M-5c	the president of the United States, to me, should be a man not a female,	Y	N	Y	N
2038	F	M-5c	the president of the United States, to me, should be a man not a female,	Y	N	Y	N
2039	A	WH-561019966002975000	@ExposeFalsehood @arabthomness Mohammed was illiterate and superstitious and Islam's backwardness is catching up to it's Jihadis.	Y	N	Y	N
2039	C	WH-561019966002975000	@ExposeFalsehood @arabthomness Mohammed was illiterate and superstitious and Islam's backwardness is catching up to it's Jihadis.	Y	N	N	N
2039	D	WH-561019966002975000	@ExposeFalsehood @arabthomness Mohammed was illiterate and superstitious and Islam's backwardness is catching up to it's Jihadis.	Y	N	Y	N
2040	A	M-681-F	Plus, you complain that you have to give up your money for a female's attention and affection?	N	N	Y	N
2040	B	M-681-F	Plus, you complain that you have to give up your money for a female's attention and affection?	N	N	Y	N
2040	C	M-681-F	Plus, you complain that you have to give up your money for a female's attention and affection?	N	N	Y	N
2041	A	M-684-F	That notion is so far off the deep end, and if one incredibly twisted female did do so, I wouldn't be surprised, but that does not correctly generalize the female population (as on the MGTOW website, they state generalizations are KEY).	N	N	Y	N
2041	B	M-684-F	That notion is so far off the deep end, and if one incredibly twisted female did do so, I wouldn't be surprised, but that does not correctly generalize the female population (as on the MGTOW website, they state generalizations are KEY).	N	N	Y	N
2041	C	M-684-F	That notion is so far off the deep end, and if one incredibly twisted female did do so, I wouldn't be surprised, but that does not correctly generalize the female population (as on the MGTOW website, they state generalizations are KEY).	N	N	Y	N
2042	A	M-688-F	So here let's break the numbers down and end the argument: according to the most recent reports of United States populations, under 15 years of age there are 1.04 males per female.	N	N	N	N
2042	B	M-688-F	So here let's break the numbers down and end the argument: according to the most recent reports of United States populations, under 15 years of age there are 1.04 males per female.	N	N	Y	N
2042	C	M-688-F	So here let's break the numbers down and end the argument: according to the most recent reports of United States populations, under 15 years of age there are 1.04 males per female.	N	N	Y	N
2043	A	M-690-F	And over 64 years of age there are .75 men per female.	N	N	N	N
2043	B	M-690-F	And over 64 years of age there are .75 men per female.	N	N	Y	N
2043	C	M-690-F	And over 64 years of age there are .75 men per female.	N	N	Y	N
2044	A	D-3401	@GrizzboAdams fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA	Y	Y	Y	N
2044	B	D-3401	@GrizzboAdams fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA	Y	Y	N	N
2044	D	D-3401	@GrizzboAdams fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA	Y	Y	N	N
2045	A	M-7-F	But would you vote for a female who you believed had the qualities to be the president of the United States of America?(	N	N	Y	N
2045	B	M-7-F	But would you vote for a female who you believed had the qualities to be the president of the United States of America?(	Y	N	Y	N
2045	C	M-7-F	But would you vote for a female who you believed had the qualities to be the president of the United States of America?(	N	N	Y	N
2046	A	M-707-F	Hey, man you can't stay in here, I got my female with me.	N	N	Y	N
2046	B	M-707-F	Hey, man you can't stay in here, I got my female with me.	N	N	Y	N
2046	C	M-707-F	Hey, man you can't stay in here, I got my female with me.	N	N	Y	N
2047	A	M-709-F	I am a female and I identify with that word.	N	N	Y	N
2047	B	M-709-F	I am a female and I identify with that word.	N	N	Y	N
2047	C	M-709-F	I am a female and I identify with that word.	N	N	Y	N
2048	A	M-713-F	Yeah, just like all females assume the worst of everything.	Y	N	Y	N
2048	B	M-713-F	Yeah, just like all females assume the worst of everything.	Y	N	Y	N
2048	C	M-713-F	Yeah, just like all females assume the worst of everything.	Y	N	Y	N
2049	A	M-716-F	As a female, this confuses me.	N	N	Y	N
2049	B	M-716-F	As a female, this confuses me.	N	N	Y	N
2049	C	M-716-F	As a female, this confuses me.	N	N	Y	N
2050	A	M-717-F	Wow it took two females (I say this because I generally only refer to ladies over 18 as women, girls seems disrespecful, and ladies can seem facetious or sarcastic) to write this garbage	Y	N	Y	N
2050	B	M-717-F	Wow it took two females (I say this because I generally only refer to ladies over 18 as women, girls seems disrespecful, and ladies can seem facetious or sarcastic) to write this garbage	Y	N	Y	N
2050	C	M-717-F	Wow it took two females (I say this because I generally only refer to ladies over 18 as women, girls seems disrespecful, and ladies can seem facetious or sarcastic) to write this garbage	Y	N	Y	N
2051	A	M-718-F	I’m a woman, I’m a female, and I’m a feminist.	N	N	Y	N
2051	B	M-718-F	I’m a woman, I’m a female, and I’m a feminist.	N	N	Y	N
2051	C	M-718-F	I’m a woman, I’m a female, and I’m a feminist.	N	N	Y	N
2052	A	M-740-F	And remember, all females, no matter what, will always stick together, even if that's against you and she is your mother.	N	N	Y	N
2052	B	M-740-F	And remember, all females, no matter what, will always stick together, even if that's against you and she is your mother.	N	N	Y	N
2052	C	M-740-F	And remember, all females, no matter what, will always stick together, even if that's against you and she is your mother.	N	N	Y	Y
2053	A	M-742-F	Please, don’t call every female “bitch” “Feminazi Detected”	N	Y	Y	N
2053	B	M-742-F	Please, don’t call every female “bitch” “Feminazi Detected”	Y	Y	Y	N
2053	C	M-742-F	Please, don’t call every female “bitch” “Feminazi Detected”	Y	Y	Y	N
2054	A	M-76-F	There's a 50/50 chance that an aborted baby is a female.	N	N	N	N
2054	B	M-76-F	There's a 50/50 chance that an aborted baby is a female.	N	N	Y	N
2054	C	M-76-F	There's a 50/50 chance that an aborted baby is a female.	N	N	Y	N
2055	A	M-761-F	Hurricanes are named after females because at first they’re wet and wild but in the end they take away your house and your car	Y	N	Y	N
2055	B	M-761-F	Hurricanes are named after females because at first they’re wet and wild but in the end they take away your house and your car	Y	N	Y	N
2055	C	M-761-F	Hurricanes are named after females because at first they’re wet and wild but in the end they take away your house and your car	N	N	Y	N
2056	A	M-765-F	"What kind of female? A female cat? A female zebra? A female buffalo?"	N	N	N	N
2056	B	M-765-F	"What kind of female? A female cat? A female zebra? A female buffalo?"	N	N	N	N
2056	C	M-765-F	"What kind of female? A female cat? A female zebra? A female buffalo?"	N	N	Y	N
2057	A	D-7	"@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!	Y	Y	Y	N
2057	C	D-7	"@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!	Y	Y	N	N
2057	D	D-7	"@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!	Y	Y	N	Y
2058	B	D-16	They’re not like other niggers	Y	Y	N	Y
2058	C	D-16	They’re not like other niggers	Y	Y	N	Y
2058	F	D-16	They’re not like other niggers	Y	Y	N	Y
2059	A	WH-569593667448484000	@ianbremmer @nrllhkose Fuck these people that want to steal our freedom of speech for the sake of a fascist religious ideology.	Y	Y	N	N
2059	C	WH-569593667448484000	@ianbremmer @nrllhkose Fuck these people that want to steal our freedom of speech for the sake of a fascist religious ideology.	Y	N	N	Y
2059	D	WH-569593667448484000	@ianbremmer @nrllhkose Fuck these people that want to steal our freedom of speech for the sake of a fascist religious ideology.	Y	N	N	Y
2060	A	M-83-F	Not only did the movie provide us with a female who saves the day by sacrificing herself for family rather than for a man,	N	N	Y	N
2060	B	M-83-F	Not only did the movie provide us with a female who saves the day by sacrificing herself for family rather than for a man,	N	N	Y	N
2060	C	M-83-F	Not only did the movie provide us with a female who saves the day by sacrificing herself for family rather than for a man,	N	N	Y	N
2061	A	M-84-F	sacrificing herself for family rather than for a man, but Disney finally gave us a female (Elsa) who has a positive transformation and becomes empowered and independent, realizing her self-worth in	N	N	N	N
2061	B	M-84-F	sacrificing herself for family rather than for a man, but Disney finally gave us a female (Elsa) who has a positive transformation and becomes empowered and independent, realizing her self-worth in	N	N	A	N
2061	C	M-84-F	sacrificing herself for family rather than for a man, but Disney finally gave us a female (Elsa) who has a positive transformation and becomes empowered and independent, realizing her self-worth in	N	N	Y	N
2062	A	M-884-F	The bad thing to do with that word would be to say "female reproductive system" to mean a uterus and ovaries, etc., when not all females have that reproductive system and not all who have it are females.	N	N	Y	N
2062	B	M-884-F	The bad thing to do with that word would be to say "female reproductive system" to mean a uterus and ovaries, etc., when not all females have that reproductive system and not all who have it are females.	N	N	Y	N
2062	C	M-884-F	The bad thing to do with that word would be to say "female reproductive system" to mean a uterus and ovaries, etc., when not all females have that reproductive system and not all who have it are females.	N	N	Y	N
2063	A	M-8a	oh man, you're such a poor. Does psychical narrowness hurt? If yes, you must suffer a lot. #WeLoveYouAshton	Y	N	Y	N
2063	B	M-8a	oh man, you're such a poor. Does psychical narrowness hurt? If yes, you must suffer a lot. #WeLoveYouAshton	Y	N	Y	N
2063	C	M-8a	oh man, you're such a poor. Does psychical narrowness hurt? If yes, you must suffer a lot. #WeLoveYouAshton	Y	N	Y	N
2063	C	M-8a	oh man, you're such a poor. Does psychical narrowness hurt? If yes, you must suffer a lot. #WeLoveYouAshton	Y	N	Y	N
2063	D	M-8a	oh man, you're such a poor. Does psychical narrowness hurt? If yes, you must suffer a lot. #WeLoveYouAshton	Y	N	Y	N
2063	F	M-8a	oh man, you're such a poor. Does psychical narrowness hurt? If yes, you must suffer a lot. #WeLoveYouAshton	Y	N	Y	Y
